video_id,title,views,likes,comments,publish_days,subscribers
GD9yvUzvXEA,【DinTer】沒人想贏的陸服精采孤兒局！秒殺流卡力斯Kha'Zix JG 的背水一戰！虐菜局該笑到最後的吧？對面的操作就像一直被貓撞到？笑到肚子痛再度上演樂極生悲...,107639,1078,78,52,968000
BB6VxWZL6fg,【DinTer】回顧11年前三狼送頭名場面！先發制人卡力斯Kha'Zix JG 超肥順風局富得流油？！致死宣告把坦克當豆腐切！,79179,746,49,58,968000
h-j1f6QDmsc,【DinTer】32局觀眾破產局EP.40｜幫觀眾解鎖一日兩破產成就！奧運金牌大駕光臨～～特哥竟在王齊麟面前被系統詐賭？！破皮大師極限拉尾盤！,133091,1061,38,64,968000
0E1NdI6NuwU,【DinTer】終於等到正義降臨！黑橘騙錢遭判賠784萬！屬於各位玩家的勝利！,1275263,24507,2089,496,968000
s5swrfcy134,【DinTer】32局觀眾破產局EP.43｜明明觀眾破產卻要特哥付錢？破皮大師又開啟五枚外掛？！不講話還是逃不過臉色特變...,101748,898,37,49,968000
WeGxAsAAyZc,【DinTer】32局觀眾破產局EP.7｜再強的牌都會被壓掉？？被超扯觀眾詐賭破皮之夜... 同花順是你們養的嗎？熟悉的臉色特變～,166053,1560,122,162,968000
P7TAS9a53o0,【DinTer】終於體會到丹利蓋倫 Garen的快樂！上野連動無情戲耍對手！高速陀螺野區橫著走～～對手展現超強的求生意志？！,119156,1233,41,103,968000
R7_TQPiL9l8,【DinTer】見識特哥與Zeus的職業水平差距！四連殺的爆發流酒桶Gragas SUP！20分鐘竟有三件大裝！有看過大三元的輔助嗎？,96022,754,135,37,968000
95jq8BYHROc,【DinTer】韓服最新套路特牛逼？！超硬提摩Teemo AD 報復社會啟動！14年來從沒改變的AD魂！本來想噁心隊友結果玩成最高輸出？,114172,998,31,54,968000
p2d84M7066M,【DinTer】32局觀眾破產局EP.17｜驗牌被打臉嘴硬不道歉秒遭報應？送錢送到意外帶動了賣幣產業鏈？！喊獨家衝三永遠=臉色特變！,157147,1681,134,129,968000
4Z7y27pHhXw,【DinTer】踢爆黑店網路行銷詐術！澎湖這兩間餐廳花錢狂洗五星？！,1751500,33760,3280,527,968000
8aTWeG_EbE8,【DinTer】32局觀眾破產局EP.38｜呂捷老師對不起！薛弘偉令人震驚的歷史水平？！全聊天室一起幫特哥重補修！曾被鳳山高中學生放話烙學長？一次把兩個觀眾清起來去儲值！,125395,1478,259,70,968000
KVaKTypXqqM,【DinTer】十三支觀眾局｜笑完觀眾超慘牌馬上被帶衰... 玩十三支都能上頭的男人！這種牌都能三槍？近期睡眠大幅改善的原因？,163703,1301,63,196,968000
xhnkK2CYrz4,【DinTer】32局觀眾破產局EP.8｜被觀眾打到上頭...不贏錢不睡覺！絕望被壓三輪車樣樣來？！承諾這絕對是最後一次儲值了！,221607,2076,162,161,968000
k94ix__o6hg,【DinTer】32局觀眾破產局EP.16｜狂噴聊天室各種神奇言論超舒壓！怎麼可能每一把都獨家被衝三？久違的高手激戰局！,150550,1160,72,131,968000
g_sofL6LLW8,【DinTer】32局觀眾破產局EP.28｜與大乾爹聯手教訓兩個工程師！嘴開了光的詛咒還沒停止？特好喝頂級烏龍無限暢飲！這就是我對烏龍的堅持？,131555,1300,89,115,968000
oGrkmvb66Cw,【DinTer】32局觀眾破產局EP.36｜十三支界大谷翔平登場！小人得志後馬上被軍訓！各路神通高手過招誰能笑到最後？,123187,1131,80,75,968000
J9lrR4etXrg,【DinTer】排位竟出現選手等級的操作？阿姆姆Amumu +夜曲Nocturne JG 不罵隊友也不尾頭的良心打野！看似世界賽的精采會戰？讓對手也體驗海哭的聲音～,73025,630,33,31,968000
pKBLQlPxX5k,【DinTer】32局觀眾破產局EP.26｜水下難兄難弟組合！真兄弟拿三烏龍拯救哲哥！一次被兩個超強觀眾聯手詐賭？這兩個人真的不是工程師嗎？,144798,1294,98,117,968000
M368Ber9i4I,【DinTer】直播到一半驚見妲妲call in約？示範如何成為矜持的男人？！致命節奏夜曲Nocturne JG 又痛又坦！竟被公安強制斷線戒網癮...,141445,1379,135,39,968000
8N9hk2wKBcc,【DinTer】32局觀眾破產局EP.23｜拉幫結派把破皮大師打入水底！水面爭奪戰局反轉再反轉！水上21萬到底要怎麼輸？,160313,1895,216,120,968000
_OktREWz7cs,【DinTer】臉色特變大合輯！一小時狂送660美金？！自信分析牌局卻被啪啪打臉？一直被逆轉崩潰狂敲桌...,71395,617,89,26,968000
w-9Jgfnzh7E,【DinTer】天堂W｜리니지W｜Lineage W｜聊聊兒時轟動全天堂的史詩級戰役！回憶曹先生報警事件發現記者竟是她？預告特好喝的拓店計畫～,57712,602,63,11,968000
ACRjphDmUJ8,【DinTer】裝備全被削弱也不能阻止快樂蓋倫Garen JG！隊友的操作好下飯～是不是有內奸啊...？想轉守為攻卻莫名凱瑞了一把！,105513,912,33,41,968000
kZOWJSAH2Vs,【DinTer】特好色上節目總有美女相伴？超衰下順撞上順...到底怎麼閃？為什麼我總被秒call勒？！,78063,685,45,65,968000
-Hnu1CdeRCI,【DinTer】32局觀眾破產局EP.42｜林口大谷翔平登場！特哥入手一顆要價4千塊的棒球？！曾經的系隊王牌投手示範標準姿勢！拿各種阿公牌竟都轟不出去？,120834,1014,66,59,968000
iRlJ2O3_iH4,【DinTer】臉色特變的詛咒！#shorts,15399,317,7,44,968000
8ZMsLHM90mM,【DinTer】拿鐵支竟被兩家推ALL IN？！遠端馬桶俠Buff之力上身！長期正EV的玩法？,99785,741,53,187,968000
ka2T5fDMCC0,【DinTer】32局觀眾破產局EP.35｜十三支冠軍竟打不過電腦代打？難兄難弟烏龍頭互相打槍！獨家衝三變水下獨走？,141631,1084,58,96,968000
F3LIdyNAt5I,【DinTer】玩個大老二也笑不到最後？#shorts,17345,432,16,18,968000
AbxXwSL2YeE,【DinTer】32局觀眾破產局EP.19｜慘遭觀眾連續詐賭五天？！觀眾狂拿怪物差點打破贏錢紀錄！特哥發現另類的改運方法？經典不認錯高速下播烙跑！,176388,1387,75,125,968000
7Nd5UdSdCyY,【DinTer】原來是職業碰碰車選手！#shorts,32180,581,6,33,968000
RsiO7Nm_3KU,【DinTer】黑神話：悟空EP.4｜拒絕做效果金頭寶寶初見殺！二階蛇妖逼通特哥任督二脈！電競索隆的迷路日常！打個小怪也要變身廣智？,110738,1224,186,85,968000
ONNggcKbtfw,【DinTer】32局觀眾破產局EP.15｜鐵支是可以一拿再拿的嗎？一雪前恥迎戰強敵破皮大師！被觀眾瘋狂壓榨的林口財神爺？！,170586,1206,80,133,968000
ZugmeP59VHQ,【DinTer】Slackers - Carts of Glory－EP.2｜斷位飄移林口鬼飄師登場！原來真正的三寶竟是自己？彎得過是拓海 彎不過就填海！超困難捷徑通往偉大的航道！,105349,1242,117,40,968000
fzHI3U6-t2E,【DinTer】路怒症玩購物車的樣子！#shorts,26968,605,9,34,968000
fL7ROFqTEIY,【DinTer】上廁所不洗手的後果！ #shorts,21584,418,3,49,968000
Znt_S7cN8NQ,【DinTer】樂極生悲系列－卡力斯｜以為殘血逃脫卻笑不到最後... #shorts,211349,3820,51,193,968000
gF9qyGt7sZM,【DinTer】特好騙系列｜被觀眾的24牌氣到摔耳機！24o之亂！演戲演到自己臉色特變？！輸牌還要被斗內嘲諷...？,125769,1003,185,108,968000
ArpRfi-pcIc,【DinTer】Slackers - Carts of Glory－EP.1｜開著購物車在路上狂飆！不能煞車的賽車遊戲？電競索隆的日常連賽車也能迷路！公路甩尾的一百種撞車方式！,159264,1740,77,42,968000
E81Dj42zY-M,【DinTer】Slackers - Carts of Glory－EP.4｜甩尾甩到手指麻痺不能動？！一關可以死230次的男人！難道這就是山道猴子的下場？,111432,1160,60,29,968000
EOqGhFMw8dg,【DinTer】32局觀眾破產局EP.4｜林口財神爺下凡送錢！請問這是洋基主場嗎... 堅決不道歉的衝三主播？特哥被觀眾海薛一筆就惱羞踢人？,137658,1151,66,169,968000
nW8bqMb6aJo,【DinTer】這次是真的被詐賭了= =  #shorts,23190,496,14,45,968000
vilmiwABdGI,【DinTer】觀眾抖內神預言！#shorts,20663,493,6,46,968000
95qkN9b0L6o,【DinTer】蹲得越低跳得越高！#shorts,36197,551,4,35,968000
EgCKdYHrgsc,【DinTer】地獄倒楣鬼 V.S 開了光的嘴 #shorts,24063,493,9,48,968000
TtW-yzEy180,【DinTer】林口大谷翔平就這？ #shorts,23921,492,14,53,968000
Us26P2fO5Lc,【DinTer】求對家的心理陰影面積   #shorts,39833,738,8,47,968000
k3105lb1SZg,【DinTer】開了光的嘴再度上演！ #shorts,32274,676,21,51,968000
shtGLSZhG4c,【DinTer】32局觀眾破產局EP.2｜林口鬼刁師神操作鬼轉全壘打！傳說中的皇家腳踏車？！衝三咒術師阿特在直播中發功！觀眾拿五枚還能第二個出牌？,147698,1196,95,173,968000
UqFrLvm1oro,【DinTer】天堂W｜리니지W｜Lineage W｜臉黑不打緊！還被上頭包羞辱？口嫌體正直的最佳典範！幸運袋開出0.5％外觀紫卡！,68913,625,35,242,968000
JYiHuJmj5Oo,【DinTer】上古前職業AD不用輔助也能贏線！凱特琳Caitlyn AD 也能繞背逮人？！這遊戲好抽象... 上路下路都在1打3？！,78496,659,33,8,968000
fl3STFRKeb8,【DinTer】2024年BYG戰隊Q&A｜經營戰隊雖有遺憾但不後悔！撐不下去的三大原因？始終如一培育初衷從沒有變過！特哥未來規劃與方向？最後想和BYG粉絲說的話～,317101,8537,641,150,968000
z-s1Pw0buSs,【DinTer】WPT代言人展現實力！2.3％機率再現！靠賽之人的撲克旅程～怒抽神秘賞金就抽到最大獎？！靠賽之人的撲克旅程～,53779,435,42,35,968000
yRrs4hZa7u8,【DinTer】天堂W｜리니지W｜Lineage W｜聊聊柯文哲遭羈押一事！韓國3億課長化身特哥員工！天堂經典撿骨仔再度重現！,228350,13761,2463,80,968000
9RtICvJxQTk,【DinTer】澎湖四萬一海鮮的真面目！頂級海鮮多到史丹利吃不下？這桌吃完直接彌補了特哥童年的缺憾！,1616255,35182,2025,490,968000
rLSCEq7BQgg,【DinTer】特好吃系列｜和牛與牛肉麵的碰撞！結合海鮮挑戰味蕾！咬下去會大爆汁的極品牛肉？！,265932,4654,236,188,968000
Ko-7d-GYwcU,【DinTer】32局觀眾破產局EP.18｜親自教訓斗內的破皮大師！史上最豪華的五枚三輪車！來給年輕的觀眾上一課！卻被自己的運氣打臉？,167033,1508,109,127,968000
7LUtMDrlRag,【DinTer】這牌打不打得過Full House阿 #shorts #poker #dinter,76950,1233,13,218,968000
T7hpbzobvOA,【DinTer】這觀眾絕對作弊！！ #shorts,77384,1606,19,149,968000
xr9VRappJEc,【DinTer】全壘打被接殺的暴躁阿特！ #shorts,55091,1015,15,158,968000
4XPJNNInq5w,【DinTer】這遊戲又再次的逼瘋一位實況主... #shorts,60417,1238,15,116,968000
gJ4n3-ECLaY,【DinTer】AA慢打撞到爹  #shorts #poker #dinter,60376,950,22,72,968000
6_HmQSkmn44,【DinTer】每次嘲笑完觀眾都會出事？原來我也是來送錢的！ #shorts,63560,1079,22,112,968000
Lyt-jCiKnFU,【DinTer】講得一手好德州 #shorts #poker #dinter,65539,758,21,74,968000
zb89lRQKbDw,【DinTer】射金超人JJ撞AA #shorts #poker #dinter,88335,1448,27,225,968000
6l-W-Rfdmcc,【DinTer】57o之亂第二彈 #shorts #poker #dinter,56371,763,24,229,968000
Ij0eo_jLux4,【DinTer】A5A5   被瘋狗咬 #shorts #poker #dinter,53461,1232,29,205,968000
pPNbNVgNWI8,【DinTer】特哥高興得太早了  #shorts #poker #dinter,71062,1511,42,73,968000
jEzDfqCGFKs,【DinTer】鬼刁師刁牌刁到自己懵了... #shorts,61918,730,6,179,968000
ZBNVa1ZwSl8,【DinTer】AK輸了叫爸爸 #shorts #poker #dinter,52980,857,19,203,968000
IoVDjT1cNI4,【DinTer】樂極生悲系列－雷珂煞｜被石像康特的男人？！ #shorts,52784,913,23,192,968000
OlqmYWE7ECE,【DinTer】球棒舉高高最後結算+0 #shorts,82055,1371,27,223,968000
QkeGDKo3JFI,【DinTer】特好吃系列｜隱居山中的全台第一海鮮餐廳！一餐低消四萬二竟還有鯊魚！連澎湖人都讚不絕口的高檔海鮮？,384729,5840,335,66,968000
n8-OuLn_cw4,【DinTer】被破皮大師打到直接返祖！ #shorts,55519,1473,38,108,968000
JvP_55tZwvc,【DinTer】免費賽拿到AA  #shorts #poker #dinter,120609,2889,53,75,968000
u74WLOWqmLQ,【DinTer】巧遇新套路坦克流勒布朗！薩科Shaco JG 天崩開局大逆風？！小丑本人絕活操作！隊友輪流示範何為下餃操作？,81684,764,43,60,968000
kLlVy3QRuzs,【DinTer】特好送系列－濟州島紅龍盃｜一小時狂輸十萬台幣？撲克鬼轉韓國美食之旅！最值得吃的絕對是它？在地人狂推的必吃隱藏美食？,144585,1641,109,50,968000
XNmOtNgbESE,【DinTer】這次能夠笑到最後嗎？ #shorts,72126,1340,16,142,968000
Lfi41i_Lmwc,【DinTer】衝三歷史最快出局紀錄！ #shorts,81591,1767,21,168,968000
e6eGVMjVTeE,【DinTer】破皮大師絕對是官方派來的！ #shorts,83181,2266,48,109,968000
3VKdcjzpyuE,【DinTer】爽拿大牌颯爽ALL IN 結果... #shorts #poker #dinter,109946,2154,63,208,968000
22cklTB-ceQ,【DinTer】遇到超幸運觀眾單場三次五枚？被打到懷疑人生... #shorts,65991,1622,33,123,968000
1TsKh6SCkG4,【DinTer】真正的剋星原來是開了光的嘴？！ #shorts,71962,1618,12,101,968000
iChrMLBBSP4,【DinTer】看完觀眾分享的雙五枚以後... #shorts,72438,1256,25,102,968000
ol8hT3mw0Kk,【DinTer】衝三道士再度作法成功～ #shorts,80764,2315,63,171,968000
XwH-5miU3fw,【DinTer】WPT台灣代言人也難逃系統局？ #shorts #poker #dinter,92663,1692,48,71,968000
4116MRodyhU,【DinTer】特哥五枚全壘打專詐朋友！ #shorts,95805,1953,21,129,968000
pQdT0dXuNMc,【DinTer】這就是彩金中藥的威力！ #shorts,226817,5356,48,127,968000
NyuuA0kkXjI,【DinTer】小妥貪心想拼獨家衝三？！ #shorts,58740,958,10,181,968000
ovIiZyS8Z4Q,【DinTer】想要笑著下播有很過份嗎！ #shorts,53590,1061,13,97,968000
6wX29uKeBEc,【DinTer】開瓶可樂慶祝一下！卻一口都沒喝到？   #shorts,66850,1292,11,140,968000
xko4BdeR3n8,【DinTer】經典A衝三被彩金壓...輸到爆氣上頭！ #shorts,69137,1380,17,111,968000
L4-QEQyJ07Q,【DinTer】妄想全壘打被衝三衝爛 #shorts,52600,888,10,165,968000
N1tOkTVoqWU,【DinTer】阿特道士前來作法？！ #shorts,77747,1678,36,176,968000
21mvo3OrVWg,【DinTer】怕什麼來什麼這劇本你敢信？！ #shorts,60801,857,17,174,968000
2mi9E4WKJKk,【DinTer】三張Q不夠 四張夠不夠？！ #shorts,67119,1312,19,177,968000
kyN1tbFdlmY,【DinTer】羞辱觀眾卻被打臉到滿頭燒！ #shorts,59274,1054,10,117,968000
FdMKLGs2iJ0,【DinTer】給葫蘆大枕頭下一把就會來？ #shorts,55959,970,8,173,968000
GlEfUijv8eI,【DinTer】天堂W｜리니지W｜Lineage W｜柯粉網紅高喊賴清德萬萬歲！挑戰18%的紫技抽卡券！盤子主播化身五轉大師？,294055,15514,3012,87,968000
yy1wF7L9h5w,【DinTer】黑神話：悟空EP.3｜我是那種毫無技術的主播嗎？！悟空本猴輸出全靠猴叫！沒小地圖就瘋狂迷路？,120437,1442,133,88,968000
ySkTQuxB3II,【DinTer】久違的阿姆姆Amumu JG 卻遇到四個公安？！一回神隊友又死光了？特哥力挽狂瀾被氣到敲桌離場...,125759,1182,80,180,968000
pMP-hmdmSnI,【DinTer】來自濟州島的特別零食？一刀流蓋倫Garen JG 輸10顆頭逆轉勝！不靠大絕也能秒殺對手！將近兩倍吃兵數的打野差距！,125774,1057,67,82,968000
ST5CcgSTBSE,【DinTer】在台灣最棒的兩個職業？黑悟空Wukong JG降臨召喚峽谷！某遊戲公司最新訴狀令人瞠目結舌...？黑切猴子侵門踏戶霸佔敵方野區！,82185,928,68,74,968000
Z6K34F2Nmpg,【DinTer】被觀眾詐唬超經典臉色特變！醜魚主播被各種怪招歪爛...大家頭怎麼都鐵成這樣？,93032,811,103,179,968000
6t4mBk36w1k,【DinTer】特哥認為房價終將下修的原因？勸世開導年薪百萬的年輕觀眾～ 卡力斯Kha'Zix JG 邊聊天邊教學絕活螳螂細節！打野差距狂虐對手！,149326,1876,292,6,968000
0xHN3zZEezM,【DinTer】特好吃系列｜達美樂參戰！聯名乾杯燒肉披薩！這口味根本廣告不實？,165623,2462,157,79,968000
r83ZCnD3CeM,【DinTer】大頭寶寶轉生峽谷野王開哭！阿姆姆Amumu JG 報復社會教訓送頭上路！假gank真吃線！噁心隊友才是這遊戲的精隨？！,80571,846,67,77,968000
cVVNxQy53Pg,【Dinter】世界賽冠軍賽復盤 T1 vs WBG｜一起見證Faker四度封神奪冠之際！WBG小虎頂級傳送三連發特哥大讚是PCS真傳!,1360378,11327,860,382,968000
GHOcScshW48,【DinTer】一關玩200多次？玩到快中風了...   #shorts,91858,2336,17,29,968000
71I4niVPo5k,【DinTer】樂極生悲系列－吉茵珂絲｜特哥終於體會到被搶五殺的心情了！ #shorts,29037,473,9,152,968000
C4AbxlgZK1A,【DinTer】特好贏系列｜公開撲克生涯歷史盈虧！經典神仙打架空氣互捶！贏得很無聊 V.S 輸得很快樂？世新畢業成發演技拉滿！,93982,661,119,110,968000
2n4zKlUlhbs,【DinTer】黑神話：悟空EP.6｜第二章BOSS父子聯手對決特哥！這遊戲的小怪竟比BOSS還難打欸？聲控遊戲但技術才是本質！,94479,1134,88,81,968000
d4YvQYEYWNY,【DinTer】2024世界大賽－決賽復盤T1 VS BLG ｜Faker五度奪冠的成魔之路！職業輔助才有的操作習慣？看似平凡戰局的背後卻是激烈心理博弈？,405885,4820,439,30,968000
-ty9SJjf830,【DinTer】大乾爹哲董發威贊助播出絕命雙排！特哥曝近期不再打LOL的原因？世界冠軍的極致自刷型龍女Shyvana JG！,125572,1345,103,105,968000
BHlWWinBM_4,【DinTer】32局觀眾破產局EP.12｜首度開箱特好喝飲料！遇到妹子觀眾狂拿五枚？！運氣超好、人又漂亮這絕對是作弊了！,169964,1432,104,139,968000
QdjkHbXztWs,【DinTer】樂極生悲系列－凱特琳｜2024年最精彩的樂極生悲！ #shorts,23966,430,10,211,968000
grfKIOBETUI,【DinTer】滿血GANK直接被當菜切？！ #shorts,23920,354,4,239,968000
_PBTIuu0MCg,【DinTer】11/28 頂級鬼之衝三 今天不可能再破產 林口財神爺已經下班,43132,261,3,9,968000
tKTXNbMliO4,【DinTer】腦袋當機也能輕鬆上分的角色？靈魂收割薩科Shaco JG 自帶收頭外掛？！快樂小丑842AP滿裝魔盒戲耍對手！不小心把隊友給皮死了...,123453,1009,37,163,968000
dIGR6NXyjhE,【DinTer】32局觀眾破產局EP.6｜觀眾討罵衝300秒之夜！林口鬼刁師衝三頂尖對決！觀眾分享超神雙五枚！不道歉主播 V.S 不道歉觀眾？,174186,1553,139,164,968000
xC0TPv2meDY,【DinTer】鬼牌衝三EP.3｜詐賭局？時來運轉鬼衝三拿不停！全場唯一真預言家？！當冒牌五枚撞到真正的五枚...,90173,910,65,3,968000
5x-rL4t_LmY,【DinTer】特哥被造謠開直播一小時進帳60萬？靈魂收割薩科Shaco JG 全新套路超扯吃兵數！自動刷野永動機外掛啟動～～快樂小丑分身開演！,136378,1332,109,172,968000
3vPqihVfBdo,【DinTer】撲克銅牌大混戰 #shorts #poker #dinter,41722,565,7,214,968000
Oko-ZKuwqQg,【DinTer】特好醜系列－黛安娜｜親身示範誰才是真正的小丑！ #shorts,29455,297,4,56,968000
SiZOUdQN1wY,【DinTer】為什麼我總是笑不到最後 #shorts #poker #dinter,42340,849,26,209,968000
exYWqNEncFw,【DinTer】特哥抓到減肥的關鍵了 #shorts #fit #dinter,20182,360,19,161,968000
82EdPsSeAz0,【DinTer】鬼牌衝三EP.1｜全新模式鬼牌十三支！超級神牌衝三+雙同花順竟還能組鐵支？！這家五枚換下家到底五爽沒...,110418,861,45,7,968000
Qt_OFc4_FjA,【DinTer】11/16 久違的Poker專屬房 來驗收一下澳洲修練的成果 直播延遲3分鐘,13361,89,1,21,968000
IimDAT2RtmA,【DinTer】收服特哥的美食是...？ #shorts,19619,590,25,231,968000
g0Rt_QkL0NY,【DinTer】十三支線上大獎總決賽－下集｜特哥是否能再次奪冠？大激戰用陽壽打牌的觀眾！工程師該做事了吧～～究竟能不能成功拿下大獎GOGORO？,122226,1314,73,44,968000
b-e_gpgb5As,【DinTer】十三支好友局EP.11｜特哥歷史贏錢高牆！狂拿彩金把朋友詐到破產！這中藥有毒欸？！有看過中墩彩金五虎將嗎？,237240,2241,160,151,968000
Exj-rGvmRAo,【DinTer】自詡三輪車前無敵手！ #shorts,29819,421,6,180,968000
x99futr0YM4,【DinTer】天堂W｜리니지W｜Lineage W｜淺談全民憤怒的勞動部霸凌案！感謝勞動部教我們如何壓榨勞工！久違的官托幸運特回來了～超賽卡包直接補了兩張中洞！,24427,684,62,0,968000
CjprPo-1dtc,【DinTer】五年職業打野在對方野區橫著走！#shorts,5387,73,1,4,968000
6mvO9_aykbs,【DinTer】天堂W｜리니지W｜Lineage W｜機率大師慘遭打臉？！只有數學不會騙你！特哥自信心爆棚～挑戰極限拚680防！,55286,480,14,53,968000
AfgwDYcN8BE,【DinTer】32局觀眾破產局EP.1｜特哥化身衝三法師超神作法！五枚用喊的就有？這遊戲不是科學其實是玄學？一直拿爛頭瘋狂被觀眾教訓...,226292,1853,155,181,968000
Ho-nNtBQrLk,【DinTer】呂捷老師對不起！ #shorts,16511,415,21,67,968000
o0HgYmhABmI,【DinTer】丁特撲克戲精上線了！ #shorts,27361,552,20,63,968000
ILTw_0R7CZA,【DinTer】除了丁特全場都衝三？！ #shorts,49523,877,13,175,968000
y25fXuYioys,【DinTer】車輪獵人是我阿特！ #shorts,37769,614,14,146,968000
gNCaB60kisk,【DinTer】破皮大師終於體會到潛水的心情了嗎？！ #shorts,44848,1066,31,110,968000
ZvsT1ey4rGw,【DinTer】衰鬼特時來運轉～鬼衝三拿不停！#shorts,25217,617,19,2,968000
VQpyir1c9Pc,【DinTer】與其回答不如親自示範！#shorts,15378,327,6,1,968000
RzCRMGRh-WI,【DinTer】一碗中藥下肚大牌通通來！ #shorts,38319,805,25,147,968000
KIhM4-sVfGA,"【DinTer】天堂W｜리니지W｜Lineage W｜在美國挑戰合成兩次粉娃！金防具""林德拜爾的泉源""到手！親自實測上頭包的觸發條件？！每天都要提升物防的實況大使！",46812,409,13,156,968000
rOiXZ4SyQkI,【DinTer】大乾爹也感受到破皮大師的威力了！ #shorts,35226,623,4,99,968000
ZXqnsxbxxH8,【DinTer】林口鬼刁師憑實力逆轉？！ #shorts,41197,729,12,66,968000
6dXMewY5GUM,【DinTer】專業漁夫是怎麼被肥魚反教訓的？！ #shorts,40371,823,10,131,968000
tMVPiQK1iBk,【DinTer】十三支冠軍的實力就這？ #shorts,34244,589,15,151,968000
cU-3syD8uLI,【DinTer】拿三輪車就是訓練你的修養～ #shorts,45802,890,14,191,968000
Fnuhz6ygzU8,【DinTer】A衝三就會臉色特變的詛咒？ #shorts,41430,901,9,137,968000
p1sG-p8EqdQ,【DinTer】只要立旗就會被懲罰的男人！ #shorts,28116,653,16,136,968000
jQV6fahCY3c,【DinTer】11/15 天堂W 聖騎士700防達成!! 魔族大亂鬥! 好友32局傳奇破產局 鬼牌十三支超多怪物版,42041,244,7,22,968000
_eanYyoQ9GM,【DinTer】天堂W｜리니지W｜伊娃07｜首次攻城戰！台韓大戰爭奪600萬鑽！,1083896,13525,722,952,968000
XYIGnzxSrxE,【DinTer】笑啊 你怎麼不繼續笑了呢？#shorts,23065,464,7,3,968000
4ytKEm2b7Qc,【DinTer】這牌的爆發力真的好強？ #shorts,48633,893,11,115,968000
l3vNcls7nJE,【DinTer】對決68%入池率的瘋魚 #shorts #poker #dinter,51332,806,11,160,968000
qNocV4YxHH8,【DinTer】被刮到臉色特變#shorts #poker #dinter,38550,563,2,162,968000
WvrzUF2UxoY,【DinTer】才剛吹唪完直接現場吃三槍... #shorts,33607,487,10,166,968000
Z1lWqhyzYy0,【DinTer】話永遠不要說的太早～ #shorts,44639,927,10,104,968000
jZ5T08oiyEU,【DinTer】9/23 早起的螳螂有分吃 峽谷頂級刺客 無情收割,40021,256,13,75,968000
iVm-McTCiyw,【DinTer】天堂W｜리니지W｜Lineage W｜宣告明年YT頻道重大變動！壓力太大產生的初老症狀？天堂破億台幣的變身長這樣？,93580,1701,262,2,968000
fwOEjMkXu3o,【DinTer】這難道是新的工程師觀眾嗎？ #shorts,42027,1040,30,106,968000
Vz_bkzOtyrk,【DinTer】你怎麼不繼續笑了呢？ #shorts,38808,932,11,118,968000
dCbx-NkyWd4,【DinTer】覺得自己鬼刁開始耍秋？ #shorts,46583,798,18,178,968000
iGHNwnKtufY,【DinTer】要詐賭就是要詐朋友啊！ #shorts,44057,954,14,144,968000
3i7YwJeWjJQ,【DinTer】只要立Flag都會出事？開了光的嘴真的不能鐵齒... #shorts,42529,785,15,113,968000
pzbbuGT5ycc,【DinTer】你看過衝三還輸7注的嗎？ #shorts,38668,815,24,170,968000
fPhduxPqZQM,【DinTer】獨家衝三的詛咒持續中... #shorts,30922,762,23,134,968000
pbzrvGisa3g,【DinTer】嘲笑破皮大師被馬上打臉的男人！ #shorts,31503,882,28,105,968000
Jlc_BI8G6qM,【DinTer】聖鬥士星矢EX｜動畫要這麼還原原作？！｜這次換我來當歐洲人,26967,285,37,27,968000
Whp9S7Is7Bk,【DinTer】頂級中藥讓特哥化身大谷翔平！ #shorts,36220,821,12,107,968000
GNvSR201Jdw,【DinTer】被聊天室神奇言論激怒！ #shorts,49589,815,15,121,968000
lufldiQ37fI,【DinTer】喊獨家衝三就出事！這難道是種詛咒？ #shorts,35136,566,8,114,968000
4C9egp2r3nI,【DinTer】這嘴真的開了光！來自水底的全壘打？ #shorts,39014,662,7,155,968000
jpTGpG9KccA,【DinTer】被觀眾打臉終於道歉了？！ #shorts,37064,829,14,169,968000
RNp7hfqKkJ8,【DinTer】黑神話：悟空EP.8｜左斬黃風大聖右砍亢金龍！卻在浮屠界坐牢被瘋狂戲耍！打到一半耍猴戲嘲諷BOSS？！,84193,980,122,72,968000
NJbB5QYJmF0,【DinTer】特哥旅遊受傷噴血送醫竟成了詐欺犯？爆破黑店老闆2.0！玩遊戲又玩到官司纏身的詛咒？！,951864,29527,2866,128,968000
pBc2UzuvOJU,【DinTer】鬼牌衝三EP.2｜這是載到盜版的遊戲嗎？一直拿不到鬼牌的衰鬼阿特！竟有系統預設三烏龍的超級爛牌？！有錢人的快樂把鬼牌放對子...,89659,767,48,5,968000
_4hX3Co3Wjk,【DinTer】天堂W｜리니지W｜Lineage W｜支持政府把貪汙犯抓去關！陽壽超人再度抽到紫技！這次還會五轉嗎？,170933,6544,827,76,968000
ydIr9rI-etw,【DinTer】十三支好友局 EP.3｜衝三王者aka林口鬼刁師！拿著五枚跟我說交朋友？同花順竟都能輸錢...？有人被打到要儲值囉？！,182921,1319,38,217,968000
luYAvXTBSFM,【DinTer】水上30萬到底要怎麼輸？#shorts,2237,77,3,0,968000
WzIKxllGDs4,【DinTer】天堂W｜리니지W｜Lineage W｜挑戰製作5％成功率紫地龍加護！支持防詐預算要撥給銀行基層員工？！與觀眾集思廣益如何才能有效防止詐騙！,37148,358,31,15,968000
auxOpdIJ5Zs,【DinTer】7/24  衝三破產局 打到破皮大師沒幣,94243,534,20,136,968000
